Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
27,22.0,2021-12-13,26-297,DEN,,WAS,W (+6),1,30:36,9.0,14.0,0.643,1.0,2.0,0.5,9.0,11.0,0.818,2.0,17.0,19.0,9.0,3.0,1.0,4.0,0.0,28.0,33.5,21.0,0.743,0.679,8.0,52.3,33.1,61.7,4.6,2.8,17.5,33.6,134.0,92.0,24.7
28,23.0,2021-12-15,26-299,DEN,,MIN,L (-17),1,34:57,11.0,16.0,0.688,2.0,4.0,0.5,3.0,5.0,0.6,2.0,8.0,10.0,11.0,1.0,0.0,4.0,4.0,27.0,26.3,-17.0,0.742,0.75,6.5,28.2,17.0,66.0,1.4,0.0,18.0,27.4,132.0,124.0,14.6
29,24.0,2021-12-17,26-301,DEN,@,ATL,W (+18),1,26:06,8.0,12.0,0.667,1.0,2.0,0.5,3.0,3.0,1.0,2.0,8.0,10.0,7.0,3.0,0.0,3.0,5.0,20.0,21.5,13.0,0.751,0.708,11.9,33.4,24.5,36.5,5.3,0.0,18.4,27.8,138.0,100.0,11.2
30,25.0,2021-12-22,26-306,DEN,@,OKC,L (-14),1,24:52,5.0,9.0,0.556,1.0,4.0,0.25,2.0,2.0,1.0,0.0,7.0,7.0,3.0,0.0,2.0,3.0,0.0,13.0,11.3,-15.0,0.658,0.611,0.0,27.0,13.6,24.8,0.0,6.4,23.3,23.4,101.0,106.0,4.3
31,26.0,2021-12-23,26-307,DEN,,CHO,L (-8),1,35:07,13.0,34.0,0.382,1.0,6.0,0.167,2.0,3.0,0.667,6.0,15.0,21.0,5.0,2.0,0.0,6.0,0.0,29.0,18.2,2.0,0.411,0.397,17.1,36.6,27.6,30.7,2.6,0.0,14.5,47.7,84.0,101.0,1.3
32,27.0,2021-12-26,26-310,DEN,@,LAC,W (+3),1,37:30,9.0,24.0,0.375,1.0,3.0,0.333,7.0,7.0,1.0,6.0,16.0,22.0,8.0,2.0,2.0,4.0,4.0,26.0,25.2,-7.0,0.48,0.396,16.0,44.5,30.0,37.3,2.6,4.3,12.9,34.9,105.0,90.0,10.0
33,28.0,2021-12-28,26-312,DEN,@,GSW,W (+3),1,35:19,8.0,19.0,0.421,0.0,5.0,0.0,6.0,8.0,0.75,5.0,14.0,19.0,5.0,4.0,1.0,8.0,2.0,22.0,18.2,6.0,0.488,0.421,14.2,48.8,29.7,29.4,5.9,3.4,26.2,38.8,85.0,78.0,6.9
34,29.0,2022-01-01,26-316,DEN,@,HOU,W (+13),1,25:09,8.0,12.0,0.667,1.0,2.0,0.5,7.0,9.0,0.778,1.0,10.0,11.0,3.0,0.0,1.0,4.0,4.0,24.0,18.9,7.0,0.752,0.708,5.3,41.5,25.6,18.6,0.0,4.4,20.0,32.9,125.0,107.0,4.1
35,30.0,2022-01-03,26-318,DEN,@,DAL,L (-14),1,34:44,11.0,18.0,0.611,1.0,4.0,0.25,4.0,4.0,1.0,4.0,12.0,16.0,3.0,2.0,0.0,3.0,3.0,27.0,25.1,-6.0,0.683,0.639,16.3,40.4,29.5,26.2,3.0,0.0,13.2,30.0,128.0,105.0,14.3
36,31.0,2022-01-05,26-320,DEN,,UTA,L (-6),1,37:14,10.0,17.0,0.588,1.0,3.0,0.333,5.0,6.0,0.833,2.0,19.0,21.0,11.0,0.0,2.0,5.0,2.0,26.0,28.1,-1.0,0.662,0.618,6.1,55.7,31.5,48.7,0.0,5.1,20.3,29.8,121.0,108.0,15.5
37,32.0,2022-01-07,26-322,DEN,,SAC,W (+10),1,33:37,13.0,20.0,0.65,3.0,6.0,0.5,4.0,8.0,0.5,1.0,9.0,10.0,7.0,2.0,2.0,2.0,3.0,33.0,31.1,0.0,0.702,0.725,3.6,26.8,16.2,35.1,2.9,4.5,7.8,35.5,132.0,104.0,16.6
38,33.0,2022-01-09,26-324,DEN,@,OKC,W (+4),1,32:43,8.0,21.0,0.381,1.0,3.0,0.333,5.0,5.0,1.0,8.0,10.0,18.0,6.0,1.0,0.0,2.0,0.0,22.0,22.3,10.0,0.474,0.405,24.5,31.9,28.1,34.8,1.6,0.0,7.9,33.3,120.0,102.0,10.3
39,34.0,2022-01-11,26-326,DEN,@,LAC,L (-2),1,36:38,9.0,14.0,0.643,1.0,3.0,0.333,2.0,2.0,1.0,5.0,8.0,13.0,8.0,1.0,0.0,5.0,2.0,21.0,21.5,6.0,0.706,0.679,16.0,22.8,19.6,51.9,1.4,0.0,25.2,24.2,117.0,93.0,14.0
40,35.0,2022-01-13,26-328,DEN,,POR,W (+32),1,28:26,8.0,10.0,0.8,1.0,2.0,0.5,3.0,3.0,1.0,0.0,8.0,8.0,7.0,0.0,2.0,3.0,2.0,20.0,21.1,18.0,0.883,0.85,0.0,30.0,18.3,30.7,0.0,7.3,20.9,22.6,151.0,104.0,11.2
41,36.0,2022-01-15,26-330,DEN,,LAL,W (+37),1,28:10,7.0,12.0,0.583,1.0,2.0,0.5,2.0,2.0,1.0,2.0,10.0,12.0,13.0,1.0,0.0,3.0,1.0,17.0,22.5,16.0,0.66,0.625,8.1,34.1,22.2,63.2,1.8,0.0,18.9,25.9,144.0,100.0,17.8
42,37.0,2022-01-16,26-331,DEN,,UTA,L (-23),1,36:44,10.0,18.0,0.556,2.0,5.0,0.4,3.0,3.0,1.0,3.0,12.0,15.0,14.0,2.0,0.0,3.0,5.0,25.0,28.9,5.0,0.647,0.611,8.2,37.3,21.8,63.2,2.7,0.0,13.4,27.1,130.0,121.0,18.9
43,38.0,2022-01-19,26-334,DEN,,LAC,W (+2),1,41:16,16.0,25.0,0.64,3.0,5.0,0.6,14.0,16.0,0.875,7.0,7.0,14.0,10.0,3.0,1.0,5.0,4.0,49.0,48.2,15.0,0.765,0.7,18.7,20.9,19.8,46.8,3.7,2.2,13.5,39.3,147.0,118.0,24.3
44,39.0,2022-01-21,26-336,DEN,,MEM,L (-4),1,40:11,11.0,16.0,0.688,2.0,4.0,0.5,2.0,3.0,0.667,3.0,8.0,11.0,12.0,2.0,1.0,0.0,3.0,26.0,33.2,0.0,0.751,0.75,8.0,23.9,15.5,48.0,2.4,2.1,0.0,18.1,168.0,116.0,19.4
45,40.0,2022-01-23,26-338,DEN,,DET,W (+6),1,36:06,12.0,19.0,0.632,1.0,6.0,0.167,9.0,10.0,0.9,2.0,7.0,9.0,8.0,2.0,1.0,3.0,1.0,34.0,33.5,12.0,0.726,0.658,7.0,31.0,17.6,37.9,2.7,2.9,11.4,33.1,141.0,108.0,16.7
46,41.0,2022-01-25,26-340,DEN,@,DET,W (+5),1,33:55,9.0,20.0,0.45,3.0,8.0,0.375,7.0,7.0,1.0,3.0,18.0,21.0,9.0,1.0,0.0,3.0,2.0,28.0,28.6,14.0,0.607,0.525,9.9,52.0,32.3,54.8,1.4,0.0,11.5,30.1,133.0,95.0,18.0
47,42.0,2022-01-26,26-341,DEN,@,BRK,W (+6),1,35:10,8.0,13.0,0.615,2.0,2.0,1.0,8.0,8.0,1.0,2.0,8.0,10.0,8.0,1.0,0.0,2.0,5.0,26.0,26.5,6.0,0.787,0.692,6.2,26.0,15.9,35.1,1.3,0.0,10.8,22.2,159.0,116.0,11.7
48,43.0,2022-01-28,26-343,DEN,@,NOP,W (+11),1,30:18,11.0,19.0,0.579,3.0,6.0,0.5,4.0,4.0,1.0,3.0,10.0,13.0,10.0,2.0,0.0,6.0,5.0,29.0,26.2,15.0,0.698,0.658,12.5,33.0,23.9,67.2,3.1,0.0,22.4,37.2,122.0,95.0,16.3
49,44.0,2022-01-30,26-345,DEN,@,MIL,W (+36),1,28:14,7.0,9.0,0.778,2.0,4.0,0.5,2.0,2.0,1.0,0.0,10.0,10.0,15.0,3.0,1.0,5.0,1.0,18.0,26.3,24.0,0.911,0.889,0.0,41.5,23.3,62.0,5.4,3.5,33.6,24.9,150.0,92.0,27.9
50,45.0,2022-02-01,26-347,DEN,@,MIN,L (-15),1,30:23,6.0,12.0,0.5,1.0,4.0,0.25,8.0,9.0,0.889,2.0,14.0,16.0,8.0,1.0,0.0,5.0,3.0,21.0,20.6,-7.0,0.658,0.542,6.4,45.1,25.8,44.3,1.6,0.0,23.9,29.2,117.0,120.0,7.1
51,,2022-02-02,26-348,DEN,@,UTA,L (-4),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,46.0,2022-02-04,26-350,DEN,,NOP,L (-8),1,34:48,7.0,10.0,0.7,3.0,3.0,1.0,8.0,8.0,1.0,2.0,10.0,12.0,9.0,2.0,0.0,4.0,4.0,25.0,27.9,-6.0,0.925,0.85,6.9,47.6,24.0,49.0,3.0,0.0,22.8,24.1,158.0,119.0,18.1
53,47.0,2022-02-06,26-352,DEN,,BRK,W (+20),1,29:49,12.0,15.0,0.8,0.0,2.0,0.0,3.0,4.0,0.75,1.0,11.0,12.0,10.0,2.0,1.0,2.0,1.0,27.0,32.2,27.0,0.805,0.8,4.1,34.1,21.2,54.2,3.3,3.5,10.7,26.7,154.0,95.0,26.0
54,48.0,2022-02-08,26-354,DEN,,NYK,W (+17),1,30:24,8.0,14.0,0.571,0.0,3.0,0.0,5.0,7.0,0.714,3.0,8.0,11.0,7.0,0.0,0.0,6.0,2.0,21.0,16.2,1.0,0.615,0.571,12.1,23.4,18.7,33.1,0.0,0.0,26.0,32.6,111.0,117.0,-0.7
55,49.0,2022-02-11,26-357,DEN,@,BOS,L (-6),1,34:21,9.0,20.0,0.45,3.0,10.0,0.3,2.0,4.0,0.5,5.0,11.0,16.0,11.0,0.0,2.0,9.0,2.0,23.0,17.9,3.0,0.528,0.525,14.6,26.5,21.1,58.2,0.0,4.7,29.3,36.1,94.0,101.0,9.4
56,50.0,2022-02-12,26-358,DEN,@,TOR,W (+1),1,34:59,10.0,16.0,0.625,0.0,2.0,0.0,8.0,10.0,0.8,5.0,10.0,15.0,6.0,0.0,2.0,4.0,1.0,28.0,27.7,3.0,0.686,0.625,17.6,29.8,24.2,32.6,0.0,5.1,16.4,30.4,132.0,113.0,12.0
57,51.0,2022-02-14,26-360,DEN,,ORL,W (+10),1,34:48,10.0,26.0,0.385,3.0,9.0,0.333,3.0,3.0,1.0,5.0,10.0,15.0,7.0,1.0,0.0,5.0,2.0,26.0,18.4,7.0,0.476,0.442,16.0,27.0,22.0,34.2,1.3,0.0,15.5,37.1,104.0,104.0,1.2
58,52.0,2022-02-16,26-362,DEN,@,GSW,W (+1),1,34:21,13.0,24.0,0.542,3.0,5.0,0.6,6.0,9.0,0.667,5.0,12.0,17.0,8.0,1.0,0.0,5.0,3.0,35.0,29.7,6.0,0.626,0.604,17.0,38.1,27.9,45.0,1.4,0.0,15.2,39.0,123.0,112.0,15.3
59,53.0,2022-02-24,27-005,DEN,@,SAC,W (+18),1,34:21,9.0,15.0,0.6,2.0,4.0,0.5,5.0,7.0,0.714,1.0,11.0,12.0,9.0,4.0,1.0,2.0,3.0,25.0,29.1,17.0,0.691,0.667,4.5,36.6,23.0,35.5,5.4,2.5,10.0,25.3,139.0,96.0,16.2
60,54.0,2022-02-26,27-007,DEN,,SAC,W (+5),1,34:24,6.0,16.0,0.375,0.0,5.0,0.0,6.0,8.0,0.75,2.0,8.0,10.0,11.0,0.0,0.0,2.0,5.0,18.0,15.9,-5.0,0.461,0.375,7.0,22.3,15.5,51.8,0.0,0.0,9.3,28.1,113.0,108.0,2.6
61,55.0,2022-02-27,27-008,DEN,@,POR,W (+32),1,26:08,3.0,5.0,0.6,0.0,1.0,0.0,2.0,2.0,1.0,1.0,17.0,18.0,11.0,1.0,0.0,2.0,2.0,8.0,17.4,6.0,0.68,0.6,4.7,53.8,34.1,52.5,1.8,0.0,25.4,12.7,144.0,77.0,15.4
62,56.0,2022-03-02,27-011,DEN,,OKC,L (-12),1,32:47,10.0,17.0,0.588,0.0,4.0,0.0,2.0,2.0,1.0,4.0,12.0,16.0,4.0,2.0,0.0,6.0,2.0,22.0,18.5,-27.0,0.615,0.588,11.5,38.2,24.2,23.1,2.9,0.0,25.1,30.8,100.0,112.0,1.0
63,,2022-03-04,27-013,DEN,,HOU,W (+15),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,57.0,2022-03-06,27-015,DEN,,NOP,W (+8),1,42:34,16.0,22.0,0.727,3.0,5.0,0.6,11.0,12.0,0.917,3.0,9.0,12.0,11.0,3.0,4.0,5.0,3.0,46.0,48.7,22.0,0.843,0.795,8.3,22.0,15.6,50.6,3.4,7.3,15.5,33.2,150.0,108.0,25.5
65,58.0,2022-03-07,27-016,DEN,,GSW,W (+7),1,34:44,12.0,17.0,0.706,0.0,0.0,,8.0,14.0,0.571,3.0,12.0,15.0,13.0,0.0,1.0,3.0,3.0,32.0,33.8,14.0,0.691,0.706,10.6,38.6,25.3,61.1,0.0,2.9,11.5,32.6,139.0,120.0,14.4
66,59.0,2022-03-09,27-018,DEN,@,SAC,W (+6),1,35:01,15.0,24.0,0.625,0.0,2.0,0.0,8.0,9.0,0.889,3.0,15.0,18.0,7.0,1.0,2.0,3.0,4.0,38.0,36.1,6.0,0.68,0.625,10.3,42.0,27.7,49.4,1.4,5.4,9.7,38.5,134.0,94.0,18.7
67,60.0,2022-03-10,27-019,DEN,,GSW,L (-11),1,31:46,9.0,21.0,0.429,0.0,8.0,0.0,5.0,6.0,0.833,1.0,11.0,12.0,9.0,1.0,1.0,5.0,4.0,23.0,16.9,-7.0,0.486,0.429,3.8,36.9,21.3,63.5,1.6,3.3,17.5,39.7,100.0,115.0,7.2
68,61.0,2022-03-12,27-021,DEN,,TOR,L (-12),1,30:31,9.0,13.0,0.692,0.0,0.0,,8.0,9.0,0.889,4.0,6.0,10.0,7.0,0.0,2.0,3.0,2.0,26.0,27.2,-4.0,0.767,0.692,17.5,17.8,17.7,38.2,0.0,4.4,15.0,29.2,147.0,130.0,13.5
69,62.0,2022-03-14,27-023,DEN,@,PHI,W (+4),1,33:32,8.0,16.0,0.5,1.0,3.0,0.333,5.0,7.0,0.714,1.0,12.0,13.0,8.0,2.0,2.0,5.0,1.0,22.0,21.1,-9.0,0.577,0.531,3.3,36.5,20.7,35.2,2.9,5.6,20.8,32.9,106.0,100.0,8.9
70,63.0,2022-03-16,27-025,DEN,@,WAS,W (+18),1,26:18,10.0,14.0,0.714,2.0,2.0,1.0,7.0,7.0,1.0,2.0,11.0,13.0,8.0,2.0,1.0,3.0,2.0,29.0,32.4,16.0,0.849,0.786,8.5,43.6,26.7,52.6,3.8,2.9,14.9,33.9,155.0,97.0,29.3
71,64.0,2022-03-18,27-027,DEN,@,CLE,L (-3),1,37:30,15.0,24.0,0.625,0.0,4.0,0.0,2.0,2.0,1.0,5.0,5.0,10.0,8.0,2.0,1.0,4.0,3.0,32.0,29.3,-16.0,0.643,0.625,16.1,13.3,14.6,45.6,2.7,2.3,13.9,34.6,124.0,112.0,13.0
72,65.0,2022-03-20,27-029,DEN,,BOS,L (-20),1,33:01,8.0,23.0,0.348,2.0,6.0,0.333,5.0,6.0,0.833,4.0,4.0,8.0,4.0,1.0,1.0,2.0,2.0,23.0,15.4,-21.0,0.449,0.391,12.6,17.6,14.7,24.9,1.6,3.5,7.2,37.2,104.0,135.0,2.0
73,66.0,2022-03-22,27-031,DEN,,LAC,W (+12),1,34:19,9.0,15.0,0.6,0.0,2.0,0.0,12.0,13.0,0.923,1.0,13.0,14.0,6.0,2.0,3.0,1.0,5.0,30.0,32.6,10.0,0.724,0.6,4.0,45.5,26.1,25.9,3.0,7.8,4.6,29.7,154.0,107.0,14.8
74,67.0,2022-03-24,27-033,DEN,,PHO,L (-10),1,32:19,9.0,10.0,0.9,1.0,2.0,0.5,9.0,11.0,0.818,2.0,4.0,6.0,6.0,3.0,0.0,8.0,2.0,28.0,24.8,-15.0,0.943,0.95,8.7,18.6,13.5,25.7,4.5,0.0,35.0,31.2,128.0,135.0,8.9
75,68.0,2022-03-26,27-035,DEN,,OKC,W (+6),1,34:56,13.0,15.0,0.867,0.0,1.0,0.0,9.0,10.0,0.9,2.0,10.0,12.0,8.0,2.0,2.0,3.0,4.0,35.0,38.1,19.0,0.902,0.867,6.7,32.7,19.9,47.5,2.8,5.7,13.4,27.8,161.0,101.0,21.9
76,69.0,2022-03-28,27-037,DEN,@,CHO,W (+4),1,35:26,9.0,17.0,0.529,0.0,0.0,,8.0,12.0,0.667,5.0,14.0,19.0,11.0,2.0,0.0,4.0,1.0,26.0,29.1,21.0,0.583,0.529,13.8,45.2,28.3,53.6,2.7,0.0,15.2,31.1,126.0,102.0,15.0
77,70.0,2022-03-30,27-039,DEN,@,IND,W (+7),1,35:39,15.0,19.0,0.789,0.0,0.0,,7.0,8.0,0.875,3.0,10.0,13.0,9.0,2.0,1.0,7.0,3.0,37.0,35.2,11.0,0.821,0.789,15.0,25.4,21.9,40.7,2.8,2.4,23.7,37.8,136.0,114.0,13.2
78,71.0,2022-04-01,27-041,DEN,,MIN,L (-6),1,43:23,14.0,21.0,0.667,0.0,2.0,0.0,10.0,12.0,0.833,5.0,14.0,19.0,8.0,1.0,0.0,4.0,2.0,38.0,37.6,4.0,0.723,0.667,14.6,35.2,25.6,29.0,1.1,0.0,13.2,28.7,140.0,129.0,9.0
79,72.0,2022-04-03,27-043,DEN,@,LAL,W (+11),1,32:59,15.0,22.0,0.682,0.0,3.0,0.0,8.0,11.0,0.727,1.0,17.0,18.0,6.0,2.0,2.0,7.0,3.0,38.0,32.6,7.0,0.708,0.682,3.6,65.1,33.6,34.7,2.8,4.0,20.7,46.1,114.0,105.0,7.6
80,73.0,2022-04-05,27-045,DEN,,SAS,L (-19),1,40:23,18.0,35.0,0.514,1.0,5.0,0.2,4.0,6.0,0.667,2.0,15.0,17.0,4.0,2.0,0.0,2.0,3.0,41.0,30.4,-11.0,0.545,0.529,4.5,38.8,20.4,24.3,2.3,0.0,5.0,41.2,108.0,108.0,13.4
81,74.0,2022-04-07,27-047,DEN,,MEM,W (+13),1,35:15,16.0,24.0,0.667,1.0,3.0,0.333,2.0,2.0,1.0,3.0,13.0,16.0,6.0,4.0,1.0,3.0,2.0,35.0,35.7,37.0,0.703,0.688,12.8,39.3,28.3,36.8,5.6,2.2,10.8,35.2,136.0,96.0,18.8
82,,2022-04-10,27-050,DEN,,LAL,L (-5),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0,2020-12-23,25-308,DEN,,SAC,L (-2),1,41:50,11.0,18.0,0.611,1.0,2.0,0.5,6.0,9.0,0.667,3.0,12.0,15.0,14.0,0.0,2.0,6.0,3.0,29.0,29.3,5.0,0.66,0.639,8.3,28.2,19.0,53.6,0.0,3.6,21.5,28.7,121.0,110.0,12.3
1,1.0,2020-12-23,25-308,DEN,,SAC,L (-2),1,41:50,11.0,18.0,0.611,1.0,2.0,0.5,6.0,9.0,0.667,3.0,12.0,15.0,14.0,0.0,2.0,6.0,3.0,29.0,29.3,5.0,0.591,0.574,10.2,37.5,25.0,4.8,0.0,0.0,3.4,38.6,124.0,131.0,6.8
1,1.0,2021-05-22,26-092,DEN,,POR,L (-14),1,35:22,14.0,27.0,0.519,3.0,7.0,0.429,3.0,4.0,0.75,3.0,13.0,16.0,1.0,0.0,0.0,1.0,1.0,34.0,25.6,-13.0,0.66,0.639,8.3,28.2,19.0,53.6,0.0,3.6,21.5,28.7,121.0,110.0,12.3
1,1.0,2021-05-22,26-092,DEN,,POR,L (-14),1,35:22,14.0,27.0,0.519,3.0,7.0,0.429,3.0,4.0,0.75,3.0,13.0,16.0,1.0,0.0,0.0,1.0,1.0,34.0,25.6,-13.0,0.591,0.574,10.2,37.5,25.0,4.8,0.0,0.0,3.4,38.6,124.0,131.0,6.8
2,2.0,2020-12-25,25-310,DEN,,LAC,L (-13),1,38:29,7.0,13.0,0.538,1.0,4.0,0.25,9.0,11.0,0.818,3.0,6.0,9.0,10.0,1.0,0.0,5.0,2.0,24.0,23.0,-20.0,0.673,0.577,9.6,24.1,16.0,44.1,1.3,0.0,21.9,26.5,126.0,130.0,9.2
2,2.0,2020-12-25,25-310,DEN,,LAC,L (-13),1,38:29,7.0,13.0,0.538,1.0,4.0,0.25,9.0,11.0,0.818,3.0,6.0,9.0,10.0,1.0,0.0,5.0,2.0,24.0,23.0,-20.0,0.839,0.8,11.5,21.9,16.4,33.3,1.6,0.0,15.0,36.7,145.0,115.0,16.6
2,2.0,2021-05-24,26-094,DEN,,POR,W (+19),1,31:18,15.0,20.0,0.75,2.0,4.0,0.5,6.0,6.0,1.0,3.0,5.0,8.0,5.0,1.0,0.0,4.0,5.0,38.0,32.1,12.0,0.673,0.577,9.6,24.1,16.0,44.1,1.3,0.0,21.9,26.5,126.0,130.0,9.2
2,2.0,2021-05-24,26-094,DEN,,POR,W (+19),1,31:18,15.0,20.0,0.75,2.0,4.0,0.5,6.0,6.0,1.0,3.0,5.0,8.0,5.0,1.0,0.0,4.0,5.0,38.0,32.1,12.0,0.839,0.8,11.5,21.9,16.4,33.3,1.6,0.0,15.0,36.7,145.0,115.0,16.6
3,3.0,2020-12-28,25-313,DEN,,HOU,W (+13),1,34:07,8.0,11.0,0.727,1.0,1.0,1.0,2.0,3.0,0.667,4.0,8.0,12.0,18.0,3.0,1.0,3.0,2.0,19.0,31.8,20.0,0.771,0.773,12.8,24.5,18.8,72.9,4.1,3.0,19.6,18.7,159.0,100.0,23.4
3,3.0,2020-12-28,25-313,DEN,,HOU,W (+13),1,34:07,8.0,11.0,0.727,1.0,1.0,1.0,2.0,3.0,0.667,4.0,8.0,12.0,18.0,3.0,1.0,3.0,2.0,19.0,31.8,20.0,0.654,0.583,18.9,14.4,16.5,29.7,0.0,0.0,6.8,36.7,143.0,125.0,11.8
3,3.0,2021-05-27,26-097,DEN,@,POR,W (+5),1,35:29,12.0,24.0,0.5,4.0,7.0,0.571,8.0,8.0,1.0,6.0,5.0,11.0,5.0,0.0,0.0,2.0,3.0,36.0,30.0,10.0,0.771,0.773,12.8,24.5,18.8,72.9,4.1,3.0,19.6,18.7,159.0,100.0,23.4
3,3.0,2021-05-27,26-097,DEN,@,POR,W (+5),1,35:29,12.0,24.0,0.5,4.0,7.0,0.571,8.0,8.0,1.0,6.0,5.0,11.0,5.0,0.0,0.0,2.0,3.0,36.0,30.0,10.0,0.654,0.583,18.9,14.4,16.5,29.7,0.0,0.0,6.8,36.7,143.0,125.0,11.8
4,4.0,2020-12-29,25-314,DEN,@,SAC,L (-10),1,38:33,9.0,14.0,0.643,1.0,3.0,0.333,7.0,7.0,1.0,1.0,9.0,10.0,12.0,2.0,0.0,10.0,4.0,26.0,22.0,1.0,0.761,0.679,3.9,25.5,16.4,45.6,2.5,0.0,36.9,31.0,112.0,122.0,4.1
4,4.0,2020-12-29,25-314,DEN,@,SAC,L (-10),1,38:33,9.0,14.0,0.643,1.0,3.0,0.333,7.0,7.0,1.0,1.0,9.0,10.0,12.0,2.0,0.0,10.0,4.0,26.0,22.0,1.0,0.424,0.417,10.0,29.2,17.8,9.3,0.0,0.0,9.6,33.9,86.0,125.0,-5.8
4,4.0,2021-05-29,26-099,DEN,@,POR,L (-20),1,26:41,7.0,18.0,0.389,1.0,4.0,0.25,1.0,2.0,0.5,3.0,6.0,9.0,1.0,0.0,0.0,2.0,3.0,16.0,7.2,-32.0,0.761,0.679,3.9,25.5,16.4,45.6,2.5,0.0,36.9,31.0,112.0,122.0,4.1
4,4.0,2021-05-29,26-099,DEN,@,POR,L (-20),1,26:41,7.0,18.0,0.389,1.0,4.0,0.25,1.0,2.0,0.5,3.0,6.0,9.0,1.0,0.0,0.0,2.0,3.0,16.0,7.2,-32.0,0.424,0.417,10.0,29.2,17.8,9.3,0.0,0.0,9.6,33.9,86.0,125.0,-5.8
5,5.0,2021-01-01,25-317,DEN,,PHO,L (-3),1,29:31,7.0,13.0,0.538,3.0,5.0,0.6,0.0,0.0,,3.0,6.0,9.0,11.0,1.0,0.0,1.0,5.0,17.0,20.3,1.0,0.654,0.654,13.2,25.7,19.5,64.8,1.8,0.0,7.1,21.9,147.0,112.0,19.0
5,5.0,2021-01-01,25-317,DEN,,PHO,L (-3),1,29:31,7.0,13.0,0.538,3.0,5.0,0.6,0.0,0.0,,3.0,6.0,9.0,11.0,1.0,0.0,1.0,5.0,17.0,20.3,1.0,0.55,0.5,7.8,20.4,14.2,34.7,1.1,9.1,5.5,35.4,126.0,116.0,11.0
5,5.0,2021-06-01,26-102,DEN,,POR,W (+7),1,46:19,14.0,31.0,0.452,3.0,9.0,0.333,7.0,8.0,0.875,3.0,8.0,11.0,9.0,1.0,4.0,2.0,1.0,38.0,33.7,-2.0,0.654,0.654,13.2,25.7,19.5,64.8,1.8,0.0,7.1,21.9,147.0,112.0,19.0
5,5.0,2021-06-01,26-102,DEN,,POR,W (+7),1,46:19,14.0,31.0,0.452,3.0,9.0,0.333,7.0,8.0,0.875,3.0,8.0,11.0,9.0,1.0,4.0,2.0,1.0,38.0,33.7,-2.0,0.55,0.5,7.8,20.4,14.2,34.7,1.1,9.1,5.5,35.4,126.0,116.0,11.0
6,6.0,2021-01-03,25-319,DEN,@,MIN,W (+15),1,31:42,8.0,12.0,0.667,0.0,1.0,0.0,3.0,3.0,1.0,3.0,9.0,12.0,12.0,0.0,0.0,7.0,5.0,19.0,18.0,27.0,0.713,0.667,11.4,34.9,23.0,55.3,0.0,0.0,34.4,26.5,120.0,112.0,3.4
6,6.0,2021-01-03,25-319,DEN,@,MIN,W (+15),1,31:42,8.0,12.0,0.667,0.0,1.0,0.0,3.0,3.0,1.0,3.0,9.0,12.0,12.0,0.0,0.0,7.0,5.0,19.0,18.0,27.0,0.705,0.636,3.4,25.1,13.9,29.7,1.4,0.0,16.4,36.8,127.0,120.0,7.5
6,6.0,2021-06-03,26-104,DEN,@,POR,W (+11),1,36:14,13.0,22.0,0.591,2.0,4.0,0.5,8.0,8.0,1.0,1.0,7.0,8.0,6.0,1.0,0.0,5.0,3.0,36.0,27.6,15.0,0.713,0.667,11.4,34.9,23.0,55.3,0.0,0.0,34.4,26.5,120.0,112.0,3.4
6,6.0,2021-06-03,26-104,DEN,@,POR,W (+11),1,36:14,13.0,22.0,0.591,2.0,4.0,0.5,8.0,8.0,1.0,1.0,7.0,8.0,6.0,1.0,0.0,5.0,3.0,36.0,27.6,15.0,0.705,0.636,3.4,25.1,13.9,29.7,1.4,0.0,16.4,36.8,127.0,120.0,7.5
7,7.0,2021-01-05,25-321,DEN,,MIN,W (+7),1,36:34,12.0,20.0,0.6,1.0,1.0,1.0,10.0,12.0,0.833,5.0,10.0,15.0,6.0,3.0,1.0,4.0,5.0,35.0,33.4,13.0,0.692,0.625,15.6,31.3,23.4,31.2,3.8,2.3,13.7,34.1,134.0,104.0,13.9
7,7.0,2021-01-05,25-321,DEN,,MIN,W (+7),1,36:34,12.0,20.0,0.6,1.0,1.0,1.0,10.0,12.0,0.833,5.0,10.0,15.0,6.0,3.0,1.0,4.0,5.0,35.0,33.4,13.0,0.478,0.478,5.5,24.9,14.0,13.3,2.8,7.8,14.8,33.7,89.0,122.0,-0.7
7,7.0,2021-06-07,26-108,DEN,@,PHO,L (-17),1,36:25,10.0,23.0,0.435,2.0,5.0,0.4,0.0,0.0,,2.0,7.0,9.0,3.0,2.0,3.0,4.0,2.0,22.0,14.8,-13.0,0.692,0.625,15.6,31.3,23.4,31.2,3.8,2.3,13.7,34.1,134.0,104.0,13.9
