Seconds_played,Home_or_Away,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,WinOrLoss,Margin
2096,1,6,12,0,2,4,0,1,1,1,3,3,6,11,0,0,1,1,15,18,-10,1,1,10,11,11,40,0,0,7,18,146,125,7,1,5
1693,1,8,20,0,1,3,0,4,6,1,4,13,17,5,0,0,1,3,21,17,17,0,0,13,42,27,32,0,0,4,36,114,95,5,1,18
1772,1,8,16,0,1,3,0,2,2,1,3,8,11,8,1,4,1,2,19,23,-19,1,1,9,36,20,65,2,9,6,25,127,116,21,0,36
1998,0,10,24,0,0,5,0,3,5,1,3,12,15,2,0,0,3,3,23,12,-9,0,0,9,28,19,13,0,0,10,38,87,91,0,1,3
1492,1,7,14,0,0,0,0,2,2,1,3,5,8,6,0,2,2,3,16,15,-1,1,0,14,23,18,66,0,8,12,30,108,117,13,0,27
2061,1,10,16,1,1,3,0,2,2,1,2,14,16,3,1,0,2,3,23,21,7,1,1,9,46,30,12,2,0,11,26,130,105,6,1,10
1815,0,11,15,1,0,2,0,1,3,0,2,12,14,4,2,1,2,3,23,23,1,1,1,6,35,20,36,3,2,11,26,128,85,18,0,5
1662,1,4,10,0,0,3,0,2,3,1,2,3,5,6,4,0,6,1,10,8,-10,0,0,6,13,9,36,6,0,35,24,73,104,-2,0,14
1720,0,9,10,1,0,1,0,2,3,1,0,11,11,9,0,0,5,3,20,20,18,1,1,0,37,22,47,0,0,31,26,125,87,12,1,28
2205,0,9,15,1,1,4,0,3,4,1,3,10,13,9,2,1,2,3,22,26,6,1,1,10,34,22,38,3,2,11,23,139,111,13,1,9
963,1,1,6,0,0,0,0,0,2,0,2,3,5,2,1,1,1,6,2,-1,-15,0,0,14,24,19,16,3,6,13,22,57,112,-15,0,10
2195,0,13,26,0,1,7,0,2,2,1,3,11,14,2,3,0,4,4,29,20,16,1,1,9,30,20,12,4,0,13,38,100,93,4,1,4
